         9799937 function calls (9765880 primitive calls) in 31.497 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      231    0.000    0.000    0.005    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:420(_flush)
     3546    0.005    0.000    0.005    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      833    0.004    0.000    0.005    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/text.py:63(get_rotation)
      415    0.001    0.000    0.005    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:602(update_position)
        5    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap_external>:743(get_code)
      574    0.003    0.000    0.005    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:979(update_from)
      209    0.000    0.000    0.005    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2318(__eq__)
     1802    0.002    0.000    0.005    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:260(__init__)
      825    0.001    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/font_manager.py:800(set_family)
      218    0.003    0.000    0.004    0.000 {built-in method matplotlib._path.get_path_extents}
        8    0.000    0.000    0.004    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/legend.py:1226(<listcomp>)
        1    0.000    0.000    0.004    0.004 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/emcee/ensemble.py:80(__init__)
        1    0.004    0.004    0.004    0.004 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/emcee/sampler.py:37(__init__)
      878    0.001    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:939(set_zorder)
      231    0.000    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:629(beginStream)
      126    0.000    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:1849(_setup_textpos)
        8    0.002    0.000    0.004    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/legend.py:1012(_auto_legend_data)
      425    0.000    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/markers.py:280(get_transform)
        7    0.004    0.001    0.004    0.001 {built-in method gc.collect}
       80    0.001    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/legend.py:1177(_get_anchored_bbox)
        2    0.000    0.000    0.004    0.002 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:1731(add_collection)
        7    0.000    0.000    0.004    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:432(__init__)
      242    0.001    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:780(unit)
      231    0.004    0.000    0.004    0.000 {method 'flush' of 'zlib.Compress' objects}
     2611    0.002    0.000    0.004    0.000 <string>:12(__new__)
      231    0.001    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:356(__init__)
      126    0.000    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:638(fontName)
     2114    0.002    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/text.py:1170(set_text)
     2713    0.002    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:63(_scale_dashes)
        7    0.000    0.000    0.004    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:614(get_window_extent)
      896    0.004    0.000    0.004    0.000 {method 'round' of 'numpy.generic' objects}
      242    0.000    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/font_manager.py:916(copy)
     6025    0.004    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/colors.py:194(<genexpr>)
       80    0.000    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1528(transform_path_affine)
      601    0.002    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2501(__init__)
      140    0.000    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1865(transform_point)
     1792    0.002    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1201(set_xdata)
        7    0.000    0.000    0.004    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/tight_bbox.py:14(adjust_bbox)
       70    0.002    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/ticker.py:669(_compute_offset)
     1004    0.001    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2229(transform_non_affine)
     1361    0.004    0.000    0.004    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     1004    0.001    0.000    0.004    0.000 {method 'max' of 'numpy.ndarray' objects}
       48    0.000    0.000    0.004    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/text.py:232(_get_xy_display)
      224    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/shape_base.py:283(<listcomp>)
        2    0.002    0.001    0.003    0.002 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/lib/function_base.py:432(histogram)
     3479    0.003    0.000    0.003    0.000 {built-in method builtins.max}
       35    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:436(get_renderer)
     1191    0.002    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1383(set_dash_capstyle)
     2753    0.003    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:318(get_transform)
        8    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:856(draw)
      608    0.001    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2545(get_matrix)
     1536    0.002    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/markers.py:226(set_fillstyle)
      117    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:2329(clip_cmd)
        3    0.000    0.000    0.003    0.001 {built-in method builtins.__import__}
       80    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1795(transform_path_affine)
     1191    0.002    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1006(set_linewidth)
      138    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/shape_base.py:182(vstack)
      922    0.002    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1983(is_math_text)
       16    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:2879(set_xlim)
        7    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/tight_bbox.py:41(restore_bbox)
      510    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:289(set_label1)
      687    0.001    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/shape_base.py:11(atleast_1d)
      357    0.003    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1145(__setitem__)
      350    0.001    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/patches.py:262(_set_edgecolor)
     2406    0.001    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/figure.py:54(_stale_figure_callback)
     1339    0.002    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:35(_get_dash_pattern)
      920    0.001    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2214(_get_is_affine)
      510    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:300(set_label2)
    11972    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
       35    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/figure.py:707(set_size_inches)
      431    0.001    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2770(__init__)
        2    0.000    0.000    0.003    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/pyplot.py:2551(axhline)
       35    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:1377(apply_aspect)
        2    0.000    0.000    0.003    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_axes.py:594(axhline)
      825    0.002    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/font_manager.py:853(set_stretch)
    14421    0.003    0.000    0.003    0.000 {method 'lower' of 'str' objects}
      109    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:226(<listcomp>)
      396    0.001    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/font_manager.py:1118(score_family)
        7    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/jupyter_client/session.py:657(send)
     1718    0.002    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1211(set_ydata)
        8    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:398(_grab_next_args)
      640    0.003    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/ticker.py:772(pprint_val)
        4    0.000    0.000    0.003    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:353(_plot_args)
     1004    0.001    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/fromnumeric.py:1613(shape)
       36    0.000    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/numeric.py:2260(isclose)
        1    0.000    0.000    0.003    0.003 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/pyplot.py:3742(legend)
        1    0.000    0.000    0.003    0.003 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_axes.py:271(legend)
        5    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap_external>:830(get_data)
      853    0.001    0.000    0.003    0.000 {built-in method builtins.all}
      138    0.002    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2872(nonsingular)
     1504    0.002    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:768(_set_gc_clip)
        1    0.000    0.000    0.003    0.003 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/legend.py:311(__init__)
     3752    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x100e70dd8}
     1488    0.002    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backend_bases.py:1013(set_alpha)
      898    0.002    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:55(get_hinting_flag)
       72    0.002    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/cycler.py:349(by_key)
     1200    0.002    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:625(axes)
   229/14    0.001    0.000    0.003    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/abc.py:194(__subclasscheck__)
     8389    0.002    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:986(get_points)
      710    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/ticker.py:558(fix_minus)
     1165    0.002    0.000    0.002    0.000 {built-in method builtins.min}
     1191    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1344(set_dash_joinstyle)
      276    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/numeric.py:2460(seterr)
     1191    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:968(set_antialiased)
     1191    0.002    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1190(set_markersize)
    12017    0.002    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/path.py:214(vertices)
       38    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:1425(update_units)
     1191    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1154(set_markeredgewidth)
        7    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/jupyter_client/session.py:598(serialize)
        7    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:930(_gen_axes_patch)
      848    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:894(_get_markerfacecolor)
        5    0.002    0.000    0.002    0.000 {method 'read' of '_io.FileIO' objects}
      840    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/text.py:1220(set_usetex)
  546/216    0.000    0.000    0.002    0.000 {built-in method builtins.issubclass}
      204    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:391(apply_tickdir)
       80    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:549(anchored)
      483    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/contextlib.py:157(helper)
      138    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/shape_base.py:234(<listcomp>)
       28    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2222(frozen)
      232    0.002    0.000    0.002    0.000 {method 'get_glyph_name' of 'matplotlib.ft2font.FT2Font' objects}
     1892    0.002    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/font_manager.py:985(<listcomp>)
        7    0.002    0.000    0.002    0.000 {built-in method io.open}
     1191    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1397(set_solid_capstyle)
       25    0.001    0.000    0.002    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.002    0.002 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/legend.py:884(_init_legend_box)
    12560    0.002    0.000    0.002    0.000 {built-in method builtins.id}
      117    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:2316(push)
     2182    0.002    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backend_bases.py:1167(get_hatch_path)
    11206    0.002    0.000    0.002    0.000 {method 'items' of 'dict' objects}
        7    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_subplots.py:109(update_params)
        7    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:1461(writeMarkers)
      206    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/patches.py:277(set_edgecolor)
        7    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:536(newPage)
     1192    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:987(set_drawstyle)
        7    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/gridspec.py:391(get_position)
       91    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2101(cumsum)
     1191    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1357(set_solid_joinstyle)
      840    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/text.py:960(set_color)
       76    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:57(_get_packed_offsets)
      190    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:513(apply_tickdir)
       35    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:951(p1)
        9    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:2811(set_xbound)
     5603    0.002    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/font_manager.py:726(get_family)
     1029    0.001    0.000    0.002    0.000 {built-in method builtins.next}
      138    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/numeric.py:2857(__enter__)
       16    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:3204(set_ylim)
        2    0.000    0.000    0.002    0.001 /Users/BallBlueMeercat/anaconda/lib/python3.6/encodings/__init__.py:71(search_function)
       14    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:86(__init__)
     1921    0.002    0.000    0.002    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
      483    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/contextlib.py:85(__exit__)
      126    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:1652(track_characters)
       94    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:681(padded)
      475    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2467(transform_path_non_affine)
     2425    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:518(iterable)
    10961    0.002    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/path.py:266(should_simplify)
     3193    0.002    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1737(_get_is_affine)
     8110    0.002    0.000    0.002    0.000 {method 'pop' of 'dict' objects}
        7    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/gridspec.py:81(get_grid_positions)
      130    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:920(_set_artist_props)
      400    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:825(set_alpha)
     1279    0.002    0.000    0.002    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
        6    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
      396    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/font_manager.py:1197(score_weight)
       77    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/IPython/core/formatters.py:374(lookup)
      126    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:2047(check_simple_method)
        5    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:485(_compile_bytecode)
     8535    0.002    0.000    0.002    0.000 {method 'values' of 'dict' objects}
      126    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:2006(encode_string)
      114    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/lib/function_base.py:1851(diff)
     6612    0.002    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/font_manager.py:780(get_file)
     2021    0.002    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backend_bases.py:1113(set_linewidth)
       25    0.000    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:1980(_process_unit_info)
       36    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/numeric.py:2319(within_tol)
      988    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2744(get_matrix)
     9587    0.002    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/path.py:228(codes)
     1191    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1141(set_markeredgecolor)
      813    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:247(<listcomp>)
      112    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/spines.py:206(_adjust_location)
      210    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/spines.py:151(get_patch_transform)
      112    0.001    0.000    0.002    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/ticker.py:502(__init__)
      396    0.001    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/font_manager.py:1179(score_stretch)
        5    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
        6    0.000    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/re.py:231(compile)
       35    0.000    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:859(set_position)
       92    0.000    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:1518(set_label_text)
      483    0.001    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/contextlib.py:59(__init__)
     1256    0.001    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:2232(stroke)
     1792    0.001    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:949(decode_char)
      284    0.001    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1034(__init__)
     3182    0.001    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:210(axes)
       70    0.000    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/fromnumeric.py:1721(clip)
      763    0.001    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/patches.py:669(get_path)
      133    0.000    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/font_manager.py:1353(is_opentype_cff_font)
   163/74    0.000    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/typing.py:1145(__subclasscheck__)
     1003    0.001    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backend_bases.py:428(_iter_collection_raw_paths)
      336    0.000    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:1535(recordXref)
       74    0.001    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:333(connect)
      231    0.001    0.000    0.001    0.000 {built-in method zlib.compressobj}
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:919(create_module)
       64    0.000    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:2860(_validate_converted_limits)
        1    0.001    0.001    0.001    0.001 {built-in method _imp.create_dynamic}
      831    0.001    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/font_manager.py:1095(get_default_size)
     1191    0.001    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:978(set_color)
      483    0.000    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/contextlib.py:79(__enter__)
      112    0.000    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:1553(set_major_locator)
      219    0.000    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:915(set_label)
     1256    0.001    0.000    0.001    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:2243(fill)
