         9799937 function calls (9765880 primitive calls) in 31.497 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/emcee/sampler.py:61(random_state)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:328(<dictcomp>)
       36    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/_collections_abc.py:271(__subclasshook__)
       14    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/threading.py:239(__enter__)
        7    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
       25    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:978(minposx)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/jupyter_client/session.py:242(extract_header)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/pyplot.py:339(sci)
       68    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:123(<listcomp>)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:1320(set_anchor)
       46    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/IPython/lib/pretty.py:676(<listcomp>)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/jupyter_client/session.py:739(<listcomp>)
      100    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/patches.py:707(get_width)
       52    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:473(<listcomp>)
        8    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:273(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:1898(add_container)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/emcee/ensemble.py:460(acceptance_fraction)
       91    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/__init__.py:1314(get_backend)
       14    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/__init__.py:1328(is_interactive)
       70    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/ticker.py:1596(tick_values)
        4    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:177(__call__)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/projections/__init__.py:52(get_projection_class)
       18    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:2268(capstyle_cmd)
       10    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/_collections_abc.py:349(__subclasshook__)
        4    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_compile.py:388(_simple)
       14    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/threading.py:242(__exit__)
       17    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/ma/core.py:3364(__setattr__)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/IPython/lib/pretty.py:300(flush)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2025(_reshape_2D)
       28    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backend_bases.py:1800(is_saving)
        5    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/container.py:96(pchanged)
       42    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:1245(get_aspect)
       50    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/scale.py:48(limit_range_for_scale)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:1421(writeImages)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/encodings/mac_roman.py:33(getregentry)
       25    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/encodings/__init__.py:43(normalize_encoding)
       14    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/_weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/posixpath.py:367(abspath)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/functools.py:193(total_ordering)
       18    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_parse.py:285(tell)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1123(set_marker)
       14    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:1568(is_string_like)
       72    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/os.py:742(encode)
       14    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/traitlets/traitlets.py:486(_dynamic_default_callable)
       28    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/IPython/lib/pretty.py:465(__init__)
       21    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1211(clear)
       16    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/colors.py:162(<genexpr>)
       32    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/collections.py:662(get_facecolor)
        8    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/legend.py:1058(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/emcee/sampler.py:73(acceptance_fraction)
        9    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/emcee/ensemble.py:423(chain)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        2    0.000    0.000    0.000    0.000 {method 'set_state' of 'mtrand.RandomState' objects}
       14    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_hex}
       21    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/text.py:237(_get_multialignment)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/gridspec.py:362(__init__)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       22    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/_collections_abc.py:367(__subclasshook__)
       61    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/_collections_abc.py:392(__subclasshook__)
       12    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_compile.py:539(isstring)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/weakref.py:356(remove)
       21    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/weakref.py:371(_commit_removals)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/IPython/core/displaypub.py:38(_validate_data)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/IPython/core/formatters.py:940(_check_return)
        6    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2429(get_label)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:1441(transform_affine)
       16    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/collections.py:747(update_scalarmappable)
        4    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/_cm.py:1375(__getitem__)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/figure.py:103(_entry_from_axes)
       28    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/figure.py:593(set_canvas)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/legend.py:855(get_legend_handler)
       21    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:243(get_children)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/container.py:136(__init__)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:2773(set_axis_on)
       56    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:354(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:429(PdfFile)
       10    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/codecs.py:93(__new__)
        3    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_parse.py:257(getwhile)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/lib/shape_base.py:844(tile)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/ipython_genutils/py3compat.py:19(encode)
       21    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/IPython/lib/pretty.py:495(remove)
       14    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:230(__eq__)
       28    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:935(get_zorder)
       16    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:1423(is_dashed)
       28    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/gridspec.py:48(get_geometry)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backend_bases.py:459(_iter_collection_uses_per_path)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_axes.py:6135(<listcomp>)
       36    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:48(bbox_artist)
       56    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:341(<dictcomp>)
       42    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:299(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:1609(RendererPdf)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_mixed.py:12(MixedModeRenderer)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/posixpath.py:329(normpath)
       14    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/threading.py:248(_release_save)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/ipykernel/jsonutil.py:49(encode_images)
       24    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:386(<listcomp>)
       13    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:2084(use_sticky_edges)
       14    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:277(__lt__)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:843(__enter__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:847(__exit__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
      7/6    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_compile.py:414(_get_literal_prefix)
        5    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_compile.py:441(_get_charset_prefix)
        3    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/fromnumeric.py:1427(ravel)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2632(ndim)
       14    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/jupyter_client/jsonutil.py:34(_ensure_tzinfo)
       27    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/collections.py:169(get_transforms)
       14    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/widgets.py:38(__init__)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/legend.py:1095(set_title)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/legend_handler.py:356(get_sizes)
       56    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:321(<listcomp>)
       45    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        6    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:780(find_spec)
       11    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_parse.py:111(__init__)
        6    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_parse.py:76(__init__)
       13    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_parse.py:159(__len__)
        6    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_parse.py:828(fix_flags)
       42    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       28    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/figure.py:441(get_tight_layout)
       14    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axis.py:729(unit_data)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:271(__str__)
       35    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       28    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/copyreg.py:87(__newobj__)
        7    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/traitlets/config/configurable.py:426(initialized)
       17    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/collections.py:163(get_paths)
        6    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/markers.py:366(_half_fill)
       21    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/patches.py:218(get_edgecolor)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/_pylab_helpers.py:38(get_fig_manager)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/figure.py:381(_repr_html_)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/figure.py:781(get_dpi)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:198(get_next_color)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/encodings/cp1252.py:33(getregentry)
       15    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       30    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       30    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       13    0.000    0.000    0.000    0.000 {built-in method time.time}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/logging/__init__.py:1210(_fixupParents)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/numeric.py:146(ones)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/fromnumeric.py:163(reshape)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/ma/core.py:3562(_get_data)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_subplots.py:165(subplot_class_factory)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/projections/__init__.py:25(get_projection_class)
        8    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:132(<listcomp>)
       24    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:393(<listcomp>)
       18    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:2295(<listcomp>)
       37    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:295(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:37(_relax_case)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_parse.py:96(closegroup)
       14    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_parse.py:81(groups)
        7    0.000    0.000    0.000    0.000 {method 'utcoffset' of 'datetime.datetime' objects}
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/lib/function_base.py:664(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/traitlets/traitlets.py:587(_validate)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/typing.py:1025(_abc_negative_cache)
        9    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/artist.py:911(get_label)
        4    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/collections.py:372(set_urls)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/lines.py:960(get_xydata)
        3    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/text.py:1152(set_va)
       21    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/patches.py:225(get_facecolor)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/gridspec.py:124(<listcomp>)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/figure.py:785(get_frameon)
        3    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/container.py:18(__new__)
       24    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:388(<listcomp>)
       24    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:397(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/offsetbox.py:663(add_artist)
        4    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:284(_setdefaults)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:3561(set_navigate)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/axes/_base.py:3580(set_navigate_mode)
       28    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/scale.py:66(__init__)
        7    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:492(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/backends/backend_pdf.py:2217(GraphicsContextPdf)
       14    0.000    0.000    0.000    0.000 {built-in method _imp.lock_held}
        7    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:927(exec_module)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/functools.py:196(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/copyreg.py:96(_slotnames)
        9    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_parse.py:171(append)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/logging/__init__.py:1266(__init__)
        3    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2725(size)
        4    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/core/function_base.py:13(_index_deprecate)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/ma/core.py:1321(make_mask_descr)
       16    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:666(<listcomp>)
      4/2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/transforms.py:2489(_get_has_inverse)
        4    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/collections.py:386(set_hatch)
        4    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/collections.py:448(set_offset_position)
       19    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/collections.py:887(get_paths)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/matplotlib/patches.py:2173(__init__)
       21    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       11    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       14    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:800(__init__)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/posixpath.py:62(isabs)
        1    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/sre_parse.py:885(addgroup)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/site-packages/numpy/ma/core.py:1307(_replace_dtype_fields)
        8    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/typing.py:889(__extrahook__)
        2    0.000    0.000    0.000    0.000 /Users/BallBlueMeercat/anaconda/lib/python3.6/typing.py:1039(_abc_negative_cache_version)
